Team,Season,No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
Dallas Mavericks,2014-15,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",10,Saint Joseph's
Dallas Mavericks,2014-15,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",16,
Dallas Mavericks,2014-15,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",3,Florida
Dallas Mavericks,2014-15,8,Dwight Powell,PF,6-10,240,"July 20, 1991",R,Stanford
Dallas Mavericks,2014-15,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",8,Kentucky
Dallas Mavericks,2014-15,4,Greg Smith,PF,6-10,250,"January 8, 1991",3,Fresno State
Dallas Mavericks,2014-15,1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",12,
Dallas Mavericks,2014-15,3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",9,UConn
Dallas Mavericks,2014-15,34,Brandan Wright,PF,6-10,210,"October 5, 1987",6,UNC
Dallas Mavericks,2015-16,1,Justin Anderson,SF,6-6,230,"November 19, 1993",R,Virginia
Dallas Mavericks,2015-16,5,J.J. Barea,PG,5-10,180,"June 26, 1984",9,Northeastern University
Dallas Mavericks,2015-16,21,Jeremy Evans,SF,6-9,200,"October 24, 1987",5,Western Kentucky
Dallas Mavericks,2015-16,2,Raymond Felton,PG,6-1,205,"June 26, 1984",10,UNC
Dallas Mavericks,2015-16,34,Devin Harris,PG,6-3,185,"February 27, 1983",11,Wisconsin
Dallas Mavericks,2015-16,12,John Jenkins,SG,6-4,215,"March 6, 1991",3,Vanderbilt
Dallas Mavericks,2015-16,42,David Lee,PF,6-9,245,"April 29, 1983",10,Florida
Dallas Mavericks,2015-16,23,Wesley Matthews,SF,6-4,220,"October 14, 1986",6,Marquette
Dallas Mavericks,2015-16,11,JaVale McGee,C,7-0,270,"January 19, 1988",7,Nevada
Dallas Mavericks,2015-16,50,Salah Mejri,C,7-2,235,"June 15, 1986",R,
Dallas Mavericks,2015-16,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",17,
Dallas Mavericks,2015-16,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",12,
Dallas Mavericks,2015-16,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",4,Florida
Dallas Mavericks,2015-16,7,Dwight Powell,PF,6-10,240,"July 20, 1991",1,Stanford
Dallas Mavericks,2015-16,3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",10,UConn
Dallas Mavericks,2015-16,8,Deron Williams,PG,6-3,200,"June 26, 1984",10,Illinois
Dallas Mavericks,2016-17,4,Quincy Acy,PF,6-7,240,"October 6, 1990",4,Baylor
Dallas Mavericks,2016-17,1,Justin Anderson,SF,6-6,230,"November 19, 1993",1,Virginia
Dallas Mavericks,2016-17,5,J.J. Barea,PG,5-10,180,"June 26, 1984",10,Northeastern University
Dallas Mavericks,2016-17,40,Harrison Barnes,PF,6-8,225,"May 30, 1992",4,UNC
Dallas Mavericks,2016-17,42,Ben Bentil,PF,6-9,235,"March 29, 1995",R,Providence
Dallas Mavericks,2016-17,6,Andrew Bogut,C,7-0,260,"November 28, 1984",11,Utah
Dallas Mavericks,2016-17,9,Nicolás Brussino,SG,6-7,195,"March 2, 1993",R,
Dallas Mavericks,2016-17,2,Quinn Cook,PG,6-1,180,"March 23, 1993",R,Duke
Dallas Mavericks,2016-17,30,Seth Curry,PG,6-2,185,"August 23, 1990",3,Liberty
Dallas Mavericks,2016-17,11,Yogi Ferrell,PG,6-0,178,"May 9, 1993",R,Indiana
Dallas Mavericks,2016-17,10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",R,Florida
Dallas Mavericks,2016-17,3,Jonathan Gibson,PG,6-2,185,"November 8, 1987",R,New Mexico State
Dallas Mavericks,2016-17,20,A.J. Hammons,C,7-0,260,"August 27, 1992",R,Purdue
Dallas Mavericks,2016-17,34,Devin Harris,PG,6-3,185,"February 27, 1983",12,Wisconsin
Dallas Mavericks,2016-17,6,Manny Harris,SG,6-5,185,"September 21, 1989",3,Michigan
Dallas Mavericks,2016-17,55,Pierre Jackson,PG,5-10,180,"August 29, 1991",R,Baylor
Dallas Mavericks,2016-17,14,DeAndre Liggins,SG,6-6,209,"March 31, 1988",3,Kentucky
Dallas Mavericks,2016-17,23,Wesley Matthews,SG,6-4,220,"October 14, 1986",7,Marquette
Dallas Mavericks,2016-17,50,Salah Mejri,C,7-2,235,"June 15, 1986",1,
Dallas Mavericks,2016-17,3,Nerlens Noel,C,6-11,220,"April 10, 1994",2,Kentucky
Dallas Mavericks,2016-17,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",18,
Dallas Mavericks,2016-17,7,Dwight Powell,C,6-10,240,"July 20, 1991",2,Stanford
Dallas Mavericks,2016-17,19,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",R,Iowa
Dallas Mavericks,2016-17,8,Deron Williams,PG,6-3,200,"June 26, 1984",11,Illinois
Dallas Mavericks,2017-18,5,J.J. Barea,PG,5-10,180,"June 26, 1984",11,Northeastern University
Dallas Mavericks,2017-18,40,Harrison Barnes,PF,6-8,225,"May 30, 1992",5,UNC
Dallas Mavericks,2017-18,8,Gian Clavell,SG,6-4,185,"November 26, 1993",R,Colorado State
Dallas Mavericks,2017-18,44,Antonius Cleveland,SG,6-5,195,"February 2, 1994",R,SE Missouri State
Dallas Mavericks,2017-18,8,Kyle Collinsworth,SF,6-6,210,"October 3, 1991",R,BYU
Dallas Mavericks,2017-18,11,Yogi Ferrell,SG,6-0,178,"May 9, 1993",1,Indiana
Dallas Mavericks,2017-18,10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",1,Florida
Dallas Mavericks,2017-18,34,Devin Harris,PG,6-3,185,"February 27, 1983",13,Wisconsin
Dallas Mavericks,2017-18,9,Aaron Harrison,SG,6-6,210,"October 28, 1994",2,Kentucky
Dallas Mavericks,2017-18,32,Scotty Hopson,SG,6-7,204,"August 8, 1989",1,Tennessee
Dallas Mavericks,2017-18,21,Jalen Jones,SF,6-7,220,"May 27, 1993",R,Texas A&M
Dallas Mavericks,2017-18,42,Maxi Kleber,PF,6-10,240,"January 29, 1992",R,
Dallas Mavericks,2017-18,23,Wesley Matthews,SF,6-4,220,"October 14, 1986",8,Marquette
Dallas Mavericks,2017-18,20,Doug McDermott,SF,6-7,225,"January 3, 1992",3,Creighton
Dallas Mavericks,2017-18,13,Josh McRoberts,PF,6-10,240,"February 28, 1987",10,Duke
Dallas Mavericks,2017-18,50,Salah Mejri,C,7-2,235,"June 15, 1986",2,
Dallas Mavericks,2017-18,6,Johnathan Motley,PF,6-8,230,"May 4, 1995",R,Baylor
Dallas Mavericks,2017-18,3,Nerlens Noel,C,6-11,220,"April 10, 1994",3,Kentucky
Dallas Mavericks,2017-18,41,Dirk Nowitzki,C,7-0,245,"June 19, 1978",19,
Dallas Mavericks,2017-18,7,Dwight Powell,C,6-10,240,"July 20, 1991",3,Stanford
Dallas Mavericks,2017-18,1,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",R,NC State
Dallas Mavericks,2017-18,0,Jameel Warney,PF,6-8,260,"January 31, 1994",R,Stony Brook University
Dallas Mavericks,2017-18,17,Jeff Withey,C,7-0,231,"March 7, 1990",4,Kansas
Dallas Mavericks,2018-19,37,Kostas Antetokounmpo,PF,6-10,200,"November 20, 1997",R,Dayton
Dallas Mavericks,2018-19,5,J.J. Barea,PG,5-10,180,"June 26, 1984",12,Northeastern University
Dallas Mavericks,2018-19,40,Harrison Barnes,PF,6-8,225,"May 30, 1992",6,UNC
Dallas Mavericks,2018-19,45,Ryan Broekhoff,SG,6-6,215,"August 23, 1990",R,Valparaiso
Dallas Mavericks,2018-19,13,Jalen Brunson,PG,6-1,190,"August 31, 1996",R,Villanova
Dallas Mavericks,2018-19,23,Trey Burke,PG,6-0,185,"November 12, 1992",5,Michigan
Dallas Mavericks,2018-19,77,Luka Dončić,SG,6-7,230,"February 28, 1999",R,
Dallas Mavericks,2018-19,10,Dorian Finney-Smith,SF,6-7,220,"May 4, 1993",2,Florida
Dallas Mavericks,2018-19,11,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",5,Michigan
Dallas Mavericks,2018-19,34,Devin Harris,PG,6-3,185,"February 27, 1983",14,Wisconsin
Dallas Mavericks,2018-19,44,Justin Jackson,SF,6-8,220,"March 28, 1995",1,UNC
Dallas Mavericks,2018-19,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",10,Texas A&M
Dallas Mavericks,2018-19,42,Maxi Kleber,PF,6-10,240,"January 29, 1992",1,
Dallas Mavericks,2018-19,1,Courtney Lee,SG,6-5,215,"October 3, 1985",10,Western Kentucky
Dallas Mavericks,2018-19,3,Daryl Macon,SG,6-2,185,"November 29, 1995",R,Arkansas
Dallas Mavericks,2018-19,23,Wesley Matthews,SF,6-4,220,"October 14, 1986",9,Marquette
Dallas Mavericks,2018-19,50,Salah Mejri,C,7-2,235,"June 15, 1986",3,
Dallas Mavericks,2018-19,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",20,
Dallas Mavericks,2018-19,7,Dwight Powell,C,6-10,240,"July 20, 1991",4,Stanford
Dallas Mavericks,2018-19,1,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",1,NC State
Dallas Mavericks,2018-19,26,Ray Spalding,PF,6-10,215,"March 11, 1997",R,Louisville
Dallas Mavericks,2019-20,5,J.J. Barea,PG,5-10,180,"June 26, 1984",13,Northeastern University
Dallas Mavericks,2019-20,45,Ryan Broekhoff,SF,6-6,215,"August 23, 1990",1,Valparaiso
Dallas Mavericks,2019-20,13,Jalen Brunson,PG,6-1,190,"August 31, 1996",1,Villanova
Dallas Mavericks,2019-20,32,Trey Burke,PG,6-0,185,"November 12, 1992",6,Michigan
Dallas Mavericks,2019-20,33,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",4,Kentucky
Dallas Mavericks,2019-20,3,Antonius Cleveland,SG,6-5,195,"February 2, 1994",1,SE Missouri State
Dallas Mavericks,2019-20,30,Seth Curry,SG,6-2,185,"August 23, 1990",5,Liberty
Dallas Mavericks,2019-20,77,Luka Dončić,PG,6-7,230,"February 28, 1999",1,
Dallas Mavericks,2019-20,10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",3,Florida
Dallas Mavericks,2019-20,11,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",6,Michigan
Dallas Mavericks,2019-20,44,Justin Jackson,PF,6-8,220,"March 28, 1995",2,UNC
Dallas Mavericks,2019-20,9,Michael Kidd-Gilchrist,PF,6-6,232,"September 26, 1993",7,Kentucky
Dallas Mavericks,2019-20,42,Maxi Kleber,PF,6-10,240,"January 29, 1992",2,
Dallas Mavericks,2019-20,1,Courtney Lee,SG,6-5,215,"October 3, 1985",11,Western Kentucky
Dallas Mavericks,2019-20,51,Boban Marjanović,C,7-3,290,"August 15, 1988",4,
Dallas Mavericks,2019-20,6,Kristaps Porziņģis,C,7-3,240,"August 2, 1995",3,
Dallas Mavericks,2019-20,7,Dwight Powell,C,6-10,240,"July 20, 1991",5,Stanford
Dallas Mavericks,2019-20,23,Josh Reaves,SF,6-4,214,"June 4, 1997",R,Penn State
Dallas Mavericks,2019-20,55,Delon Wright,PG,6-5,185,"April 26, 1992",4,Utah
Dallas Mavericks,2020-21,2,Tyler Bey,SF,6-7,215,"February 10, 1998",R,Colorado
Dallas Mavericks,2020-21,13,Jalen Brunson,PG,6-1,190,"August 31, 1996",2,Villanova
Dallas Mavericks,2020-21,3,Trey Burke,PG,6-0,185,"November 12, 1992",7,Michigan
Dallas Mavericks,2020-21,33,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",5,Kentucky
Dallas Mavericks,2020-21,77,Luka Dončić,PG,6-7,230,"February 28, 1999",2,
Dallas Mavericks,2020-21,10,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",4,Florida
Dallas Mavericks,2020-21,8,Josh Green,SG,6-5,200,"November 16, 2000",R,Arizona
Dallas Mavericks,2020-21,11,Tim Hardaway Jr.,SG,6-5,205,"March 16, 1992",7,Michigan
Dallas Mavericks,2020-21,14,Nate Hinton,SG,6-5,210,"June 8, 1999",R,Houston
Dallas Mavericks,2020-21,25,Wes Iwundu,SF,6-6,195,"December 20, 1994",3,Kansas State
Dallas Mavericks,2020-21,16,James Johnson,PF,6-7,240,"February 20, 1987",11,Wake Forest
Dallas Mavericks,2020-21,42,Maxi Kleber,PF,6-10,240,"January 29, 1992",3,
Dallas Mavericks,2020-21,51,Boban Marjanović,C,7-3,290,"August 15, 1988",5,
Dallas Mavericks,2020-21,44,Nicolò Melli,PF,6-9,236,"January 26, 1991",1,
Dallas Mavericks,2020-21,6,Kristaps Porziņģis,C,7-3,240,"August 2, 1995",4,
Dallas Mavericks,2020-21,7,Dwight Powell,C,6-10,240,"July 20, 1991",6,Stanford
Dallas Mavericks,2020-21,17,J.J. Redick,SG,6-3,200,"June 24, 1984",14,Duke
Dallas Mavericks,2020-21,0,Josh Richardson,SG,6-5,200,"September 15, 1993",5,Tennessee
Dallas Mavericks,2020-21,1,Tyrell Terry,PG,6-2,160,"September 28, 2000",R,Stanford
Denver Nuggets,2010-11,6,Arron Afflalo,SG,6-5,210,"October 15, 1985",3,UCLA
Denver Nuggets,2010-11,11,Chris Andersen,C,6-10,245,"July 7, 1978",8,Blinn College
Denver Nuggets,2010-11,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",7,Syracuse
Denver Nuggets,2010-11,32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",4,South Carolina
Denver Nuggets,2010-11,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",13,Colorado
Denver Nuggets,2010-11,25,Anthony Carter,PG,6-1,190,"June 16, 1975",11,Hawaii
Denver Nuggets,2010-11,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",3,DePaul
Denver Nuggets,2010-11,34,Melvin Ely,C,6-10,260,"May 2, 1978",7,Fresno State
Denver Nuggets,2010-11,20,Raymond Felton,SG,6-1,205,"June 26, 1984",5,UNC
Denver Nuggets,2010-11,0,Gary Forbes,SF,6-7,220,"February 25, 1985",R,Virginia
Denver Nuggets,2010-11,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",2,
Denver Nuggets,2010-11,7,Al Harrington,PF,6-9,230,"February 17, 1980",12,
Denver Nuggets,2010-11,31,Nenê,C,6-11,250,"September 13, 1982",8,
Denver Nuggets,2010-11,41,Kosta Koufos,C,7-0,245,"February 24, 1989",2,Ohio State
Denver Nuggets,2010-11,3,Ty Lawson,PG,5-11,195,"November 3, 1987",1,UNC
Denver Nuggets,2010-11,4,Kenyon Martin,PF,6-9,234,"December 30, 1977",10,Cincinnati
Denver Nuggets,2010-11,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",R,
Denver Nuggets,2010-11,5,J.R. Smith,SF,6-6,225,"September 9, 1985",6,
Denver Nuggets,2010-11,23,Shelden Williams,PF,6-9,250,"October 21, 1983",4,Duke
Denver Nuggets,2011-12,6,Arron Afflalo,SG,6-5,210,"October 15, 1985",4,UCLA
Denver Nuggets,2011-12,11,Chris Andersen,C,6-10,245,"July 7, 1978",9,Blinn College
Denver Nuggets,2011-12,13,Corey Brewer,SF,6-9,186,"March 5, 1986",4,Florida
Denver Nuggets,2011-12,0,DeMarre Carroll,PF,6-6,215,"July 27, 1986",2,Vanderbilt
Denver Nuggets,2011-12,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",4,DePaul
Denver Nuggets,2011-12,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",R,Morehead State University
Denver Nuggets,2011-12,5,Rudy Fernández,SG,6-6,185,"April 4, 1985",3,
Denver Nuggets,2011-12,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",3,
Denver Nuggets,2011-12,1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",R,Texas
Denver Nuggets,2011-12,7,Al Harrington,PF,6-9,230,"February 17, 1980",13,
Denver Nuggets,2011-12,31,Nenê,C,6-11,250,"September 13, 1982",9,
Denver Nuggets,2011-12,41,Kosta Koufos,C,7-0,245,"February 24, 1989",3,Ohio State
Denver Nuggets,2011-12,3,Ty Lawson,PG,5-11,195,"November 3, 1987",2,UNC
Denver Nuggets,2011-12,34,JaVale McGee,C,7-0,270,"January 19, 1988",3,Nevada
Denver Nuggets,2011-12,24,Andre Miller,SG,6-3,200,"March 19, 1976",12,Utah
Denver Nuggets,2011-12,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",1,
Denver Nuggets,2011-12,10,Julyan Stone,SG,6-6,200,"December 7, 1988",R,Texas-El Paso
Denver Nuggets,2012-13,13,Corey Brewer,SF,6-9,186,"March 5, 1986",5,Florida
Denver Nuggets,2012-13,21,Wilson Chandler,PF,6-8,235,"May 10, 1987",5,DePaul
Denver Nuggets,2012-13,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",1,Morehead State University
Denver Nuggets,2012-13,94,Evan Fournier,SG,6-7,205,"October 29, 1992",R,
Denver Nuggets,2012-13,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",4,
Denver Nuggets,2012-13,1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",1,Texas
Denver Nuggets,2012-13,9,Andre Iguodala,SG,6-6,215,"January 28, 1984",8,Arizona
Denver Nuggets,2012-13,41,Kosta Koufos,C,7-0,245,"February 24, 1989",4,Ohio State
Denver Nuggets,2012-13,3,Ty Lawson,PG,5-11,195,"November 3, 1987",3,UNC
Denver Nuggets,2012-13,34,JaVale McGee,C,7-0,270,"January 19, 1988",4,Nevada
Denver Nuggets,2012-13,24,Andre Miller,PG,6-3,200,"March 19, 1976",13,Utah
Denver Nuggets,2012-13,30,Quincy Miller,PF,6-9,210,"November 18, 1992",R,Baylor
Denver Nuggets,2012-13,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",2,
Denver Nuggets,2012-13,15,Anthony Randolph,PF,6-10,205,"July 15, 1989",4,LSU
Denver Nuggets,2012-13,10,Julyan Stone,PG,6-6,200,"December 7, 1988",1,Texas-El Paso
Denver Nuggets,2013-14,00,Darrell Arthur,SF,6-9,235,"March 25, 1988",4,Kansas
Denver Nuggets,2013-14,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",5,Oregon
Denver Nuggets,2013-14,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",6,DePaul
Denver Nuggets,2013-14,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",2,Morehead State University
Denver Nuggets,2013-14,94,Evan Fournier,SG,6-7,205,"October 29, 1992",1,
Denver Nuggets,2013-14,4,Randy Foye,SG,6-4,213,"September 24, 1983",7,Villanova
Denver Nuggets,2013-14,1,Jordan Hamilton,SF,6-7,220,"October 6, 1990",2,Texas
Denver Nuggets,2013-14,7,J.J. Hickson,PF,6-9,242,"September 4, 1988",5,NC State
Denver Nuggets,2013-14,3,Ty Lawson,PG,5-11,195,"November 3, 1987",4,UNC
Denver Nuggets,2013-14,34,JaVale McGee,C,7-0,270,"January 19, 1988",5,Nevada
Denver Nuggets,2013-14,24,Andre Miller,SG,6-3,200,"March 19, 1976",14,Utah
Denver Nuggets,2013-14,30,Quincy Miller,PF,6-9,210,"November 18, 1992",1,Baylor
Denver Nuggets,2013-14,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",3,
Denver Nuggets,2013-14,15,Anthony Randolph,PF,6-10,205,"July 15, 1989",5,LSU
Denver Nuggets,2013-14,10,Nate Robinson,PG,5-9,180,"May 31, 1984",8,Washington
Denver Nuggets,2013-14,24,Jan Veselý,PF,6-11,240,"April 24, 1990",2,
Denver Nuggets,2014-15,10,Arron Afflalo,SG,6-5,210,"October 15, 1985",7,UCLA
Denver Nuggets,2014-15,00,Darrell Arthur,PF,6-9,235,"March 25, 1988",5,Kansas
Denver Nuggets,2014-15,5,Will Barton,SG,6-6,181,"January 6, 1991",2,Memphis
Denver Nuggets,2014-15,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",7,DePaul
Denver Nuggets,2014-15,20,Ian Clark,SG,6-3,175,"March 7, 1991",1,Belmont
Denver Nuggets,2014-15,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",3,Morehead State University
Denver Nuggets,2014-15,4,Randy Foye,SG,6-4,213,"September 24, 1983",8,Villanova
Denver Nuggets,2014-15,22,Jamaal Franklin,SG,6-5,191,"July 21, 1991",1,San Diego State
Denver Nuggets,2014-15,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",5,
Denver Nuggets,2014-15,1,Alonzo Gee,SF,6-6,225,"May 29, 1987",5,Alabama
Denver Nuggets,2014-15,11,Erick Green,PG,6-4,185,"May 9, 1991",R,Virginia Tech
Denver Nuggets,2014-15,14,Gary Harris,SG,6-4,210,"September 14, 1994",R,Michigan State
Denver Nuggets,2014-15,7,J.J. Hickson,C,6-9,242,"September 4, 1988",6,NC State
Denver Nuggets,2014-15,77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",R,
Denver Nuggets,2014-15,3,Ty Lawson,PG,5-11,195,"November 3, 1987",5,UNC
Denver Nuggets,2014-15,34,JaVale McGee,C,7-0,270,"January 19, 1988",6,Nevada
Denver Nuggets,2014-15,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",4,
Denver Nuggets,2014-15,28,Jameer Nelson,PG,6-0,190,"February 9, 1982",10,Saint Joseph's
Denver Nuggets,2014-15,23,Jusuf Nurkić,C,6-11,290,"August 23, 1994",R,
Denver Nuggets,2014-15,5,Nate Robinson,PG,5-9,180,"May 31, 1984",9,Washington
Denver Nuggets,2015-16,00,Darrell Arthur,PF,6-9,235,"March 25, 1988",6,Kansas
Denver Nuggets,2015-16,12,D.J. Augustin,PG,5-11,183,"November 10, 1987",7,Texas
Denver Nuggets,2015-16,5,Will Barton,SG,6-6,181,"January 6, 1991",3,Memphis
Denver Nuggets,2015-16,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",4,Morehead State University
Denver Nuggets,2015-16,4,Randy Foye,SG,6-4,213,"September 24, 1983",9,Villanova
Denver Nuggets,2015-16,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",6,
Denver Nuggets,2015-16,11,Erick Green,PG,6-4,185,"May 9, 1991",1,Virginia Tech
Denver Nuggets,2015-16,14,Gary Harris,SG,6-4,210,"September 14, 1994",1,Michigan State
Denver Nuggets,2015-16,7,J.J. Hickson,C,6-9,242,"September 4, 1988",7,NC State
Denver Nuggets,2015-16,15,Nikola Jokić,C,6-11,284,"February 19, 1995",R,
Denver Nuggets,2015-16,6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",1,Cincinnati
Denver Nuggets,2015-16,77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",1,
Denver Nuggets,2015-16,3,Mike Miller,SF,6-8,218,"February 19, 1980",15,Florida
Denver Nuggets,2015-16,0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",R,
Denver Nuggets,2015-16,1,Jameer Nelson,PG,6-0,190,"February 9, 1982",11,Saint Joseph's
Denver Nuggets,2015-16,23,Jusuf Nurkić,C,6-11,290,"August 23, 1994",1,
Denver Nuggets,2015-16,16,Kostas Papanikolaou,SF,6-8,225,"July 31, 1990",1,
Denver Nuggets,2015-16,9,JaKarr Sampson,SF,6-7,214,"March 20, 1993",1,St. John's
Denver Nuggets,2015-16,6,Axel Toupane,SF,6-7,197,"July 23, 1992",R,
Denver Nuggets,2016-17,00,Darrell Arthur,PF,6-9,235,"March 25, 1988",7,Kansas
Denver Nuggets,2016-17,5,Will Barton,SG,6-6,181,"January 6, 1991",4,Memphis
Denver Nuggets,2016-17,25,Malik Beasley,SG,6-4,187,"November 26, 1996",R,Florida State
Denver Nuggets,2016-17,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",8,DePaul
Denver Nuggets,2016-17,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",5,Morehead State University
Denver Nuggets,2016-17,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",7,
Denver Nuggets,2016-17,7,Alonzo Gee,SF,6-6,225,"May 29, 1987",7,Alabama
Denver Nuggets,2016-17,14,Gary Harris,SG,6-4,210,"September 14, 1994",2,Michigan State
Denver Nuggets,2016-17,41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",R,
Denver Nuggets,2016-17,34,Roy Hibbert,C,7-2,270,"December 11, 1986",8,Georgetown
Denver Nuggets,2016-17,15,Nikola Jokić,C,6-11,284,"February 19, 1995",1,
Denver Nuggets,2016-17,3,Mike Miller,SF,6-8,218,"February 19, 1980",16,Florida
Denver Nuggets,2016-17,0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",1,
Denver Nuggets,2016-17,27,Jamal Murray,SG,6-3,215,"February 23, 1997",R,Kentucky
Denver Nuggets,2016-17,1,Jameer Nelson,PG,6-0,190,"February 9, 1982",12,Saint Joseph's
Denver Nuggets,2016-17,23,Jusuf Nurkić,C,6-11,290,"August 23, 1994",2,
Denver Nuggets,2016-17,9,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",2,LSU
Denver Nuggets,2016-17,24,Mason Plumlee,C,6-11,254,"March 5, 1990",3,Duke
Denver Nuggets,2016-17,12,Jarnell Stokes,C,6-9,263,"January 7, 1994",2,Tennessee
Denver Nuggets,2017-18,00,Darrell Arthur,PF,6-9,235,"March 25, 1988",8,Kansas
Denver Nuggets,2017-18,5,Will Barton,SG,6-6,181,"January 6, 1991",5,Memphis
Denver Nuggets,2017-18,25,Malik Beasley,SG,6-4,187,"November 26, 1996",1,Florida State
Denver Nuggets,2017-18,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",9,DePaul
Denver Nuggets,2017-18,3,Torrey Craig,SF,6-7,221,"December 19, 1990",R,USC Upstate
Denver Nuggets,2017-18,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",6,Morehead State University
Denver Nuggets,2017-18,34,Devin Harris,PG,6-3,185,"February 27, 1983",13,Wisconsin
Denver Nuggets,2017-18,14,Gary Harris,SG,6-4,210,"September 14, 1994",3,Michigan State
Denver Nuggets,2017-18,41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",1,
Denver Nuggets,2017-18,22,Richard Jefferson,SF,6-7,233,"June 21, 1980",16,Arizona
Denver Nuggets,2017-18,15,Nikola Jokić,C,6-11,284,"February 19, 1995",2,
Denver Nuggets,2017-18,20,Tyler Lydon,PF,6-10,225,"April 9, 1996",R,Syracuse
Denver Nuggets,2017-18,7,Trey Lyles,PF,6-9,234,"November 5, 1995",2,Kentucky
Denver Nuggets,2017-18,4,Paul Millsap,PF,6-7,257,"February 10, 1985",11,Louisiana Tech
Denver Nuggets,2017-18,11,Monte Morris,PG,6-2,183,"June 27, 1995",R,Iowa State
Denver Nuggets,2017-18,0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",2,
Denver Nuggets,2017-18,27,Jamal Murray,PG,6-3,215,"February 23, 1997",1,Kentucky
Denver Nuggets,2017-18,24,Mason Plumlee,C,6-11,254,"March 5, 1990",4,Duke
Denver Nuggets,2018-19,23,DeVaughn Akoon-Purcell,SG,6-6,200,"June 5, 1993",R,Illinois State
Denver Nuggets,2018-19,5,Will Barton,SF,6-6,181,"January 6, 1991",6,Memphis
Denver Nuggets,2018-19,25,Malik Beasley,SG,6-4,187,"November 26, 1996",2,Florida State
Denver Nuggets,2018-19,3,Torrey Craig,SF,6-7,221,"December 19, 1990",1,USC Upstate
Denver Nuggets,2018-19,6,Brandon Goodwin,PG,6-0,180,"October 2, 1995",R,Central Florida
Denver Nuggets,2018-19,14,Gary Harris,SG,6-4,210,"September 14, 1994",4,Michigan State
Denver Nuggets,2018-19,41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",2,
